고객번호,가입일,연령,성별,거주지역,카드등급,가입기간_개월,신용점수,월평균이용금액,최근3개월평균이용금액,이용가맹점수,온라인이용비율,리볼빙사용여부,연체횟수_최근1년,콜센터문의횟수_최근6개월,해지여부
CUST000898,2021-05-24,58.0,남성,호남,일반,61.2,653.0,472000.0,528000.0,12,0.903,사용,0,1,유지
CUST000899,2021-06-20,26.0,남성,수도권,일반,60.3,607.0,595000.0,640000.0,17,0.589,미사용,0,0,유지
CUST000900,2023-03-17,41.0,여성,충청,일반,39.5,642.0,577000.0,841000.0,10,0.393,미사용,1,0,유지
CUST000901,2024-06-05,40.0,남성,제주,플래티넘,24.8,844.0,324000.0,292000.0,21,0.189,미사용,0,1,유지
CUST000902,2018-09-17,29.0,남성,호남,골드,93.4,766.0,339000.0,338000.0,18,0.276,미사용,2,0,유지
CUST000903,2021-02-11,21.0,남성,제주,일반,64.6,508.0,164000.0,132000.0,7,0.346,미사용,0,0,유지
CUST000904,2022-04-04,19.0,남성,호남,일반,50.9,772.0,327000.0,398000.0,12,0.407,사용,1,2,유지
CUST000905,2023-05-24,41.0,여성,충청,일반,37.2,557.0,551000.0,414000.0,11,0.168,미사용,1,0,유지
CUST000906,2022-10-26,36.0,여성,수도권,일반,44.1,835.0,991000.0,1203000.0,14,0.603,미사용,0,0,유지
CUST000907,2019-09-11,27.0,남성,제주,일반,81.6,573.0,837000.0,643000.0,11,0.289,사용,0,0,해지
CUST000908,2022-04-18,41.0,남성,수도권,골드,50.4,719.0,422000.0,494000.0,23,,미사용,0,0,유지
CUST000909,2024-02-21,46.0,여성,영남,블랙,28.3,516.0,667000.0,798000.0,19,0.718,사용,0,0,유지
CUST000910,2021-12-22,41.0,남성,충청,블랙,54.2,602.0,830000.0,838000.0,17,0.254,사용,2,0,유지
CUST000911,2022-05-13,38.0,여성,영남,골드,49.6,626.0,241000.0,208000.0,12,0.221,미사용,0,2,유지
CUST000912,2020-10-30,29.0,여성,수도권,일반,68.0,649.0,310000.0,356000.0,11,0.542,미사용,0,2,유지
CUST000913,2019-10-04,33.0,여성,수도권,골드,80.8,574.0,562000.0,550000.0,11,0.545,미사용,0,1,유지
CUST000914,2020-10-31,43.0,여성,수도권,골드,67.9,656.0,569000.0,355000.0,18,0.857,미사용,1,0,유지
CUST000915,2021-12-05,20.0,여성,호남,골드,54.8,566.0,1011000.0,878000.0,16,0.75,미사용,1,2,해지
CUST000916,2022-09-09,44.0,여성,호남,일반,45.7,796.0,251000.0,210000.0,8,0.424,사용,0,1,유지
CUST000917,2020-08-07,24.0,여성,충청,일반,70.7,676.0,315000.0,362000.0,12,0.174,미사용,0,1,유지
CUST000918,2018-02-12,32.0,여성,영남,플래티넘,100.5,486.0,451000.0,259000.0,12,0.477,미사용,1,0,해지
CUST000919,2023-05-06,31.0,남성,영남,일반,37.8,674.0,542000.0,651000.0,17,0.839,미사용,0,0,유지
CUST000920,2019-12-28,43.0,남성,영남,플래티넘,78.1,760.0,404000.0,333000.0,19,0.89,미사용,0,2,유지
CUST000921,2023-09-12,51.0,여성,수도권,골드,33.6,620.0,424000.0,411000.0,19,0.386,사용,0,0,유지
CUST000922,2019-10-18,31.0,여성,수도권,일반,80.4,685.0,440000.0,393000.0,14,0.268,미사용,0,1,유지
CUST000923,2018-10-28,47.0,남성,호남,플래티넘,92.0,640.0,864000.0,653000.0,10,0.515,미사용,0,1,해지
CUST000924,2023-04-30,19.0,남성,수도권,플래티넘,38.0,632.0,470000.0,506000.0,11,0.216,미사용,0,1,유지
CUST000925,2022-10-12,29.0,남성,수도권,일반,44.6,674.0,340000.0,540000.0,6,0.462,미사용,0,1,유지
CUST000926,2021-05-29,47.0,남성,충청,일반,61.0,804.0,284000.0,237000.0,10,0.631,미사용,0,4,유지
CUST000927,2024-10-10,26.0,여성,강원,플래티넘,20.6,686.0,459000.0,530000.0,16,0.537,사용,1,1,유지
CUST000928,2019-10-22,62.0,여성,충청,골드,80.3,610.0,368000.0,287000.0,13,0.679,사용,3,1,해지
CUST000929,2023-10-23,35.0,여성,제주,골드,32.2,635.0,579000.0,515000.0,13,0.317,미사용,0,0,유지
CUST000930,2024-02-25,32.0,남성,수도권,골드,28.1,,541000.0,593000.0,15,,미사용,0,3,유지
CUST000931,2023-05-24,50.0,남성,영남,일반,37.2,739.0,315000.0,340000.0,12,0.381,사용,0,1,해지
CUST000932,2024-09-30,29.0,남성,강원,골드,21.0,618.0,271000.0,317000.0,11,0.198,미사용,1,1,유지
CUST000933,2025-03-27,49.0,남성,강원,골드,15.1,621.0,187000.0,149000.0,12,0.339,미사용,0,0,유지
CUST000934,2019-10-05,57.0,여성,충청,골드,80.8,653.0,394000.0,290000.0,15,0.585,미사용,0,0,유지
CUST000935,2023-05-24,51.0,여성,수도권,플래티넘,37.2,721.0,392000.0,637000.0,14,0.404,사용,0,1,유지
CUST000936,2019-02-26,32.0,남성,영남,일반,88.1,557.0,251000.0,235000.0,16,0.684,미사용,0,0,유지
CUST000937,2022-09-12,28.0,남성,강원,일반,45.6,598.0,740000.0,161000.0,11,0.597,미사용,0,0,해지
CUST000938,2021-08-16,44.0,여성,수도권,일반,58.4,470.0,797000.0,1089000.0,16,0.242,미사용,1,0,해지
CUST000939,2025-08-29,40.0,남성,수도권,플래티넘,10.0,623.0,473000.0,413000.0,18,0.794,사용,1,2,유지
CUST000940,2019-11-06,50.0,남성,수도권,일반,79.8,,707000.0,675000.0,17,0.563,미사용,0,1,유지
CUST000941,2018-05-08,48.0,여성,충청,골드,97.7,734.0,405000.0,438000.0,11,0.494,미사용,1,2,유지
CUST000942,2024-11-27,34.0,여성,강원,일반,19.1,696.0,373000.0,261000.0,16,0.319,미사용,0,1,유지
CUST000943,2025-07-03,44.0,남성,충청,일반,11.9,662.0,365000.0,403000.0,16,0.365,사용,0,1,유지
CUST000944,2019-04-25,35.0,남성,수도권,일반,86.2,546.0,447000.0,364000.0,12,0.417,미사용,0,1,유지
CUST000945,2020-09-10,52.0,여성,수도권,일반,69.6,,1925000.0,2794000.0,13,0.553,미사용,1,0,유지
CUST000946,2021-08-10,49.0,남성,충청,플래티넘,58.6,571.0,358000.0,509000.0,13,0.334,사용,3,0,유지
CUST000947,2022-01-26,40.0,여성,호남,일반,53.1,520.0,555000.0,291000.0,16,0.422,미사용,0,0,유지
CUST000948,2024-12-16,46.0,여성,수도권,일반,18.4,634.0,312000.0,115000.0,10,0.658,미사용,0,1,유지
CUST000949,2024-09-10,28.0,여성,수도권,일반,21.6,747.0,666000.0,715000.0,17,0.775,미사용,0,1,유지
CUST000950,2020-06-21,53.0,남성,수도권,일반,72.3,788.0,93000.0,80000.0,16,0.091,미사용,0,2,유지
CUST000951,2020-09-12,40.0,남성,충청,일반,69.5,614.0,283000.0,330000.0,18,0.258,미사용,2,0,해지
CUST000952,2020-01-09,47.0,여성,수도권,일반,77.7,695.0,1056000.0,1415000.0,12,0.373,미사용,1,1,유지
CUST000953,2021-03-22,29.0,남성,영남,골드,63.3,,277000.0,241000.0,18,0.602,사용,0,1,유지
CUST000954,2018-11-14,19.0,여성,수도권,플래티넘,91.5,808.0,269000.0,308000.0,14,0.436,미사용,0,0,유지
CUST000955,2023-06-20,34.0,여성,수도권,일반,36.3,670.0,286000.0,166000.0,16,0.656,미사용,0,0,유지
CUST000956,2024-11-25,44.0,남성,영남,일반,19.1,586.0,130000.0,170000.0,8,0.604,미사용,0,0,유지
CUST000957,2024-09-12,55.0,여성,영남,골드,21.6,646.0,554000.0,451000.0,13,0.691,미사용,0,1,유지
CUST000958,2020-12-15,47.0,여성,호남,일반,66.5,,1033000.0,1348000.0,4,0.055,사용,0,0,유지
CUST000959,2022-10-23,41.0,여성,영남,일반,44.2,731.0,369000.0,509000.0,12,0.336,사용,0,1,유지
CUST000960,2023-04-05,28.0,남성,호남,일반,38.8,782.0,624000.0,520000.0,15,0.643,미사용,1,1,해지
CUST000961,2025-05-14,28.0,여성,영남,플래티넘,13.5,776.0,423000.0,556000.0,15,0.432,미사용,0,0,유지
CUST000962,2019-11-03,43.0,여성,충청,골드,79.9,581.0,554000.0,385000.0,11,0.386,사용,1,1,해지
CUST000963,2023-12-06,52.0,여성,강원,일반,30.8,708.0,157000.0,147000.0,17,0.431,미사용,0,0,유지
CUST000964,2021-01-29,44.0,여성,영남,골드,65.0,791.0,722000.0,141000.0,11,0.637,미사용,0,0,유지
CUST000965,2024-01-22,55.0,남성,수도권,블랙,29.2,616.0,654000.0,603000.0,9,0.78,미사용,0,0,유지
CUST000966,2025-04-30,63.0,남성,호남,플래티넘,14.0,555.0,654000.0,278000.0,21,,사용,2,0,해지
CUST000967,2024-01-08,36.0,여성,호남,일반,29.7,678.0,384000.0,274000.0,16,0.471,사용,1,0,유지
CUST000968,2020-06-04,53.0,여성,호남,플래티넘,72.8,615.0,887000.0,1338000.0,13,0.049,미사용,0,1,유지
CUST000969,2020-09-16,49.0,여성,수도권,플래티넘,69.4,696.0,915000.0,641000.0,17,0.567,사용,0,1,유지
CUST000970,2018-11-16,34.0,여성,강원,골드,91.4,645.0,293000.0,341000.0,10,0.278,사용,1,0,유지
CUST000971,2022-10-23,42.0,여성,강원,골드,44.2,567.0,483000.0,481000.0,21,0.733,미사용,0,1,유지
CUST000972,2018-05-29,26.0,남성,수도권,일반,97.0,766.0,915000.0,769000.0,17,0.58,미사용,1,1,유지
CUST000973,2020-12-10,27.0,여성,호남,일반,66.6,773.0,344000.0,335000.0,19,0.652,미사용,0,1,해지
CUST000974,2018-05-21,25.0,남성,영남,일반,97.3,721.0,1091000.0,982000.0,10,0.758,미사용,0,2,유지
CUST000975,2024-01-20,28.0,여성,영남,플래티넘,29.3,815.0,769000.0,789000.0,17,0.048,사용,2,2,유지
CUST000976,2025-07-09,71.0,여성,수도권,플래티넘,11.7,685.0,413000.0,331000.0,19,0.72,사용,2,3,유지
CUST000977,2025-02-16,28.0,남성,수도권,골드,16.4,692.0,249000.0,162000.0,8,0.399,미사용,0,0,유지
CUST000978,2022-08-04,55.0,여성,수도권,골드,46.8,682.0,209000.0,205000.0,8,0.823,미사용,1,2,유지
CUST000979,2019-07-17,40.0,여성,영남,일반,83.4,748.0,551000.0,591000.0,9,0.36,사용,0,0,유지
CUST000980,2023-08-05,54.0,여성,강원,골드,34.8,681.0,1232000.0,863000.0,12,0.279,미사용,0,2,해지
CUST000981,2018-10-07,40.0,남성,강원,플래티넘,92.7,778.0,771000.0,266000.0,11,0.403,미사용,0,1,유지
CUST000982,2025-06-23,28.0,남성,호남,일반,12.2,682.0,437000.0,401000.0,14,0.307,사용,1,0,유지
CUST000983,2018-05-17,27.0,여성,영남,블랙,97.4,911.0,852000.0,909000.0,18,0.579,미사용,0,0,유지
CUST000984,2022-01-23,40.0,여성,수도권,골드,53.2,743.0,492000.0,457000.0,18,0.592,미사용,0,0,유지
CUST000985,2018-03-13,53.0,남성,수도권,일반,99.6,688.0,514000.0,676000.0,22,0.353,미사용,1,0,유지
CUST000986,2021-12-20,39.0,남성,강원,일반,54.3,854.0,584000.0,391000.0,18,0.102,미사용,1,4,해지
CUST000987,2021-02-15,55.0,남성,영남,블랙,64.4,758.0,506000.0,642000.0,9,0.728,사용,0,0,유지
CUST000988,2018-07-31,32.0,여성,충청,골드,95.0,748.0,689000.0,479000.0,21,0.215,미사용,0,0,유지
CUST000989,2024-10-04,19.0,여성,영남,플래티넘,20.8,624.0,606000.0,551000.0,11,0.582,미사용,0,3,유지
CUST000990,2024-12-10,29.0,여성,강원,일반,18.6,740.0,296000.0,314000.0,10,0.689,사용,0,0,해지
CUST000991,2021-12-26,31.0,남성,수도권,골드,54.1,691.0,311000.0,419000.0,17,0.155,미사용,0,0,유지
CUST000992,2023-10-05,51.0,여성,충청,일반,32.8,862.0,366000.0,445000.0,15,0.72,미사용,0,1,유지
CUST000993,2019-02-26,35.0,여성,충청,일반,88.1,646.0,353000.0,283000.0,9,0.629,사용,1,2,해지
CUST000994,2018-09-26,63.0,남성,수도권,플래티넘,93.1,,404000.0,292000.0,18,0.321,미사용,0,0,해지
CUST000995,2023-02-13,28.0,남성,영남,플래티넘,40.5,673.0,290000.0,196000.0,14,0.579,미사용,0,2,유지
CUST000996,2022-01-24,31.0,남성,제주,골드,53.2,537.0,448000.0,447000.0,19,0.839,미사용,0,0,유지
CUST000997,2019-04-21,50.0,남성,수도권,플래티넘,86.3,465.0,592000.0,610000.0,16,0.424,미사용,0,1,유지
CUST000998,2018-03-22,39.0,남성,수도권,플래티넘,99.3,750.0,547000.0,726000.0,14,0.584,미사용,0,0,유지
CUST000999,2023-04-28,34.0,남성,영남,일반,38.1,751.0,674000.0,961000.0,12,0.786,미사용,0,1,유지
CUST001000,2024-03-31,34.0,여성,호남,일반,27.0,628.0,607000.0,573000.0,17,0.317,사용,0,3,유지
CUST001001,2023-10-05,,여성,수도권,골드,32.8,513.0,406000.0,300000.0,14,0.586,사용,0,3,해지
CUST001002,2025-04-30,48.0,여성,수도권,일반,14.0,754.0,550000.0,439000.0,10,0.676,사용,0,2,해지
CUST001003,2019-09-22,39.0,여성,강원,골드,81.2,792.0,821000.0,791000.0,8,0.512,미사용,0,2,유지
CUST001004,2021-02-20,33.0,남성,충청,골드,64.3,632.0,534000.0,414000.0,20,0.116,미사용,0,0,해지
CUST001005,2022-08-22,30.0,여성,호남,플래티넘,46.3,640.0,505000.0,439000.0,14,0.431,미사용,0,1,해지
CUST001006,2018-12-27,37.0,남성,수도권,일반,90.1,609.0,550000.0,447000.0,19,0.347,미사용,1,2,유지
CUST001007,2020-02-09,27.0,남성,수도권,일반,76.6,,380000.0,285000.0,12,0.223,미사용,0,2,유지
CUST001008,2019-08-15,37.0,여성,수도권,일반,82.5,677.0,276000.0,321000.0,7,0.44,미사용,0,0,유지
CUST001009,2024-05-06,51.0,남성,강원,골드,25.8,612.0,1350000.0,470000.0,13,,미사용,0,0,해지
CUST001010,2019-12-25,57.0,남성,강원,골드,78.2,607.0,425000.0,526000.0,12,0.407,미사용,0,0,유지
CUST001011,2022-09-08,19.0,여성,강원,일반,45.7,604.0,248000.0,169000.0,13,0.268,미사용,0,0,유지
CUST001012,2019-09-20,50.0,여성,영남,골드,81.3,845.0,1371000.0,1297000.0,13,1.0,미사용,1,1,유지
CUST001013,2020-04-09,22.0,여성,수도권,플래티넘,74.7,682.0,423000.0,354000.0,17,0.564,사용,0,1,유지
CUST001014,2022-05-09,58.0,남성,영남,골드,49.7,552.0,292000.0,303000.0,18,0.933,미사용,0,2,해지
CUST001015,2023-03-06,51.0,남성,영남,골드,39.8,884.0,281000.0,426000.0,7,0.614,미사용,2,1,유지
CUST001016,2025-03-03,49.0,여성,수도권,골드,15.9,638.0,707000.0,661000.0,13,0.619,미사용,0,0,유지
CUST001017,2023-08-01,35.0,남성,영남,일반,35.0,802.0,364000.0,381000.0,19,0.366,사용,1,0,유지
CUST001018,2022-06-17,34.0,여성,영남,일반,48.4,688.0,341000.0,228000.0,18,0.604,미사용,1,2,해지
CUST001019,2024-03-28,50.0,여성,수도권,골드,27.1,767.0,453000.0,209000.0,10,0.258,미사용,1,0,유지
CUST001020,2022-05-28,42.0,여성,강원,일반,49.1,525.0,549000.0,427000.0,12,0.485,미사용,1,0,유지
CUST001021,2021-12-23,44.0,여성,영남,일반,54.2,680.0,330000.0,290000.0,15,0.19,미사용,0,1,유지
CUST001022,2022-12-02,40.0,여성,호남,골드,42.9,653.0,533000.0,516000.0,12,0.372,미사용,0,1,유지
CUST001023,2018-12-28,54.0,남성,충청,일반,90.0,656.0,410000.0,433000.0,16,0.684,미사용,0,1,유지
CUST001024,2022-10-27,43.0,남성,영남,골드,44.1,571.0,721000.0,880000.0,15,0.694,미사용,0,1,유지
CUST001025,2021-01-02,32.0,남성,강원,골드,65.9,753.0,327000.0,298000.0,8,0.269,사용,0,1,해지
CUST001026,2020-11-26,48.0,남성,충청,골드,67.1,625.0,573000.0,681000.0,20,0.265,미사용,0,0,유지
CUST001027,2023-01-03,63.0,여성,수도권,일반,41.9,726.0,363000.0,444000.0,17,0.367,미사용,0,1,유지
CUST001028,2024-02-06,33.0,남성,수도권,일반,28.7,461.0,561000.0,477000.0,9,0.491,미사용,1,1,유지
CUST001029,2019-10-20,33.0,여성,수도권,골드,80.3,,342000.0,269000.0,12,0.423,미사용,0,0,유지
CUST001030,2018-06-14,48.0,여성,수도권,플래티넘,96.5,645.0,490000.0,395000.0,11,0.118,사용,0,1,해지
CUST001031,2023-02-04,65.0,남성,호남,일반,40.8,692.0,807000.0,828000.0,16,0.936,미사용,0,1,유지
CUST001032,2024-03-16,49.0,여성,호남,골드,27.5,770.0,608000.0,591000.0,18,,사용,2,0,유지
CUST001033,2018-03-24,,남성,호남,일반,99.2,786.0,1072000.0,958000.0,14,0.641,미사용,2,3,유지
CUST001034,2018-12-31,54.0,여성,수도권,플래티넘,89.9,587.0,242000.0,174000.0,12,0.702,미사용,0,0,유지
CUST001035,2021-01-22,19.0,남성,제주,골드,65.2,514.0,509000.0,444000.0,15,,미사용,0,1,유지
CUST001036,2020-01-04,39.0,남성,수도권,일반,77.8,808.0,174000.0,222000.0,18,0.559,사용,1,0,유지
CUST001037,2020-05-10,65.0,여성,수도권,일반,73.7,512.0,512000.0,518000.0,12,0.777,사용,0,1,유지
CUST001038,2025-03-22,53.0,남성,호남,골드,15.3,564.0,176000.0,243000.0,14,0.446,미사용,0,1,유지
CUST001039,2019-03-02,27.0,남성,충청,플래티넘,87.9,502.0,326000.0,307000.0,12,0.486,미사용,0,0,유지
CUST001040,2018-11-11,57.0,남성,충청,플래티넘,91.6,732.0,276000.0,283000.0,8,0.392,미사용,0,2,유지
CUST001041,2024-02-06,31.0,여성,수도권,일반,28.7,799.0,157000.0,168000.0,14,0.668,미사용,0,0,유지
CUST001042,2022-05-21,43.0,남성,영남,일반,49.3,643.0,324000.0,298000.0,22,0.547,미사용,1,2,유지
CUST001043,2025-06-22,40.0,여성,수도권,골드,12.3,548.0,544000.0,301000.0,21,0.424,사용,0,1,해지
CUST001044,2025-06-26,58.0,남성,수도권,골드,12.1,658.0,950000.0,662000.0,17,0.884,미사용,1,0,유지
CUST001045,2022-08-13,57.0,여성,수도권,플래티넘,46.6,835.0,509000.0,416000.0,16,0.825,미사용,0,1,유지
CUST001046,2023-05-12,32.0,여성,호남,일반,37.6,659.0,467000.0,256000.0,12,0.398,미사용,0,0,유지
CUST001047,2025-02-20,49.0,남성,수도권,골드,16.3,758.0,508000.0,245000.0,9,0.379,미사용,0,1,해지
CUST001048,2020-05-28,37.0,남성,강원,일반,73.1,721.0,343000.0,118000.0,13,0.435,미사용,0,0,해지
CUST001049,2020-12-04,65.0,남성,영남,일반,66.8,741.0,315000.0,338000.0,17,0.794,미사용,0,1,유지
CUST001050,2020-01-14,60.0,남성,수도권,일반,77.5,615.0,227000.0,236000.0,6,0.262,미사용,0,0,유지
CUST001051,2021-11-01,39.0,여성,충청,일반,55.9,649.0,514000.0,651000.0,17,0.377,미사용,0,0,유지
CUST001052,2022-05-04,36.0,여성,수도권,일반,49.9,679.0,270000.0,215000.0,14,0.246,미사용,1,0,유지
CUST001053,2023-04-16,41.0,여성,영남,골드,38.5,688.0,1032000.0,838000.0,18,0.312,미사용,1,1,유지
CUST001054,2024-03-15,19.0,여성,충청,일반,27.5,,893000.0,398000.0,14,0.257,미사용,1,2,해지
CUST001055,2024-01-30,57.0,남성,수도권,플래티넘,29.0,681.0,232000.0,216000.0,15,0.657,미사용,1,1,유지
CUST001056,2020-08-09,33.0,남성,수도권,플래티넘,70.7,740.0,680000.0,709000.0,18,0.501,미사용,0,0,유지
CUST001057,2019-12-21,33.0,남성,수도권,일반,78.3,640.0,482000.0,536000.0,16,0.357,미사용,1,0,유지
CUST001058,2020-10-08,55.0,남성,수도권,플래티넘,68.7,693.0,510000.0,501000.0,14,0.877,미사용,1,1,유지
CUST001059,2020-03-05,54.0,여성,호남,일반,75.8,536.0,649000.0,727000.0,17,0.424,미사용,0,1,유지
CUST001060,2025-03-23,30.0,여성,수도권,골드,15.2,634.0,185000.0,232000.0,15,0.455,미사용,0,0,유지
CUST001061,2018-09-29,26.0,남성,강원,일반,93.0,789.0,783000.0,1008000.0,16,,미사용,0,2,유지
CUST001062,2023-11-19,66.0,여성,충청,일반,31.3,514.0,435000.0,492000.0,19,0.225,미사용,1,0,유지
CUST001063,2022-09-15,37.0,여성,수도권,일반,45.5,900.0,183000.0,179000.0,11,0.659,사용,0,0,해지
CUST001064,2019-06-24,43.0,여성,영남,일반,84.2,734.0,380000.0,323000.0,16,0.399,사용,0,1,유지
CUST001065,2022-07-14,44.0,여성,제주,골드,47.5,573.0,280000.0,316000.0,8,0.541,미사용,1,0,해지
CUST001066,2019-01-07,30.0,여성,호남,플래티넘,89.7,713.0,1426000.0,1927000.0,17,0.716,미사용,0,0,유지
CUST001067,2024-10-07,36.0,남성,수도권,일반,20.7,599.0,429000.0,396000.0,16,0.203,미사용,1,1,해지
CUST001068,2022-02-26,55.0,여성,충청,일반,52.1,700.0,387000.0,428000.0,17,0.576,미사용,0,1,유지
CUST001069,2025-05-22,19.0,남성,호남,일반,13.3,707.0,534000.0,760000.0,19,0.647,미사용,0,1,해지
CUST001070,2023-08-01,38.0,남성,호남,골드,35.0,950.0,909000.0,711000.0,17,0.432,미사용,0,1,유지
CUST001071,2018-09-11,44.0,남성,수도권,골드,93.6,651.0,234000.0,345000.0,20,0.37,미사용,1,2,유지
CUST001072,2023-11-03,30.0,여성,수도권,일반,31.9,595.0,195000.0,198000.0,16,0.652,미사용,0,3,유지
CUST001073,2021-05-08,35.0,여성,수도권,골드,61.7,551.0,417000.0,252000.0,12,0.616,미사용,1,0,유지
CUST001074,2019-12-24,64.0,여성,호남,플래티넘,78.2,837.0,371000.0,260000.0,7,0.303,미사용,0,0,유지
CUST001075,2022-05-08,50.0,남성,호남,일반,49.7,706.0,280000.0,217000.0,15,0.145,미사용,0,0,해지
CUST001076,2023-09-06,19.0,여성,영남,일반,33.8,802.0,442000.0,138000.0,17,0.046,미사용,0,0,유지
CUST001077,2018-03-07,42.0,남성,호남,일반,99.8,596.0,178000.0,195000.0,15,0.692,미사용,1,0,유지
CUST001078,2021-11-26,43.0,여성,수도권,골드,55.1,684.0,364000.0,420000.0,16,0.676,미사용,0,0,유지
CUST001079,2020-10-04,23.0,남성,영남,일반,68.8,761.0,181000.0,48000.0,17,0.33,미사용,0,1,해지
CUST001080,2018-04-19,62.0,남성,수도권,일반,98.4,535.0,530000.0,462000.0,15,0.422,미사용,0,2,해지
CUST001081,2021-08-17,33.0,남성,수도권,일반,58.4,708.0,247000.0,341000.0,15,0.647,미사용,1,0,유지
CUST001082,2023-03-30,34.0,여성,영남,골드,39.0,666.0,1225000.0,688000.0,11,0.1,미사용,0,2,유지
CUST001083,2024-02-08,32.0,남성,영남,플래티넘,28.7,655.0,429000.0,473000.0,12,0.759,미사용,0,1,유지
CUST001084,2019-08-09,31.0,남성,충청,플래티넘,82.7,725.0,435000.0,527000.0,15,0.593,미사용,0,2,해지
CUST001085,2018-04-30,,남성,수도권,플래티넘,98.0,850.0,531000.0,291000.0,15,0.426,미사용,0,1,유지
CUST001086,2025-02-28,21.0,남성,영남,일반,16.0,720.0,938000.0,1025000.0,5,0.272,미사용,0,0,유지
CUST001087,2023-06-18,47.0,여성,호남,골드,36.4,675.0,918000.0,408000.0,11,0.333,미사용,0,2,유지
CUST001088,2020-06-10,44.0,여성,수도권,블랙,72.6,641.0,346000.0,226000.0,15,0.507,미사용,0,0,유지
CUST001089,2025-08-18,33.0,여성,영남,골드,10.4,733.0,299000.0,395000.0,12,0.493,미사용,0,0,유지
CUST001090,2024-10-28,44.0,남성,호남,일반,20.0,795.0,211000.0,104000.0,18,0.451,미사용,0,0,해지
CUST001091,2019-05-19,37.0,여성,호남,일반,85.4,685.0,280000.0,298000.0,20,0.344,미사용,0,0,유지
CUST001092,2021-12-15,43.0,남성,수도권,블랙,54.5,656.0,291000.0,157000.0,14,0.182,미사용,0,0,유지
CUST001093,2024-02-03,26.0,여성,강원,일반,28.8,784.0,565000.0,646000.0,13,0.253,미사용,0,0,유지
CUST001094,2023-07-30,46.0,여성,수도권,골드,35.0,706.0,273000.0,315000.0,15,0.405,사용,1,1,유지
CUST001095,2020-03-24,49.0,남성,강원,골드,75.2,759.0,496000.0,385000.0,17,0.589,미사용,0,0,유지
CUST001096,2025-05-11,40.0,남성,영남,일반,13.6,586.0,1199000.0,746000.0,17,0.447,미사용,0,0,해지
CUST001097,2023-09-20,43.0,여성,영남,플래티넘,33.3,766.0,374000.0,228000.0,10,0.486,미사용,0,3,해지
CUST001098,2019-09-07,40.0,여성,수도권,골드,81.7,671.0,649000.0,256000.0,16,0.426,미사용,0,1,해지
CUST001099,2020-08-22,54.0,여성,충청,일반,70.2,634.0,310000.0,403000.0,18,0.647,미사용,0,0,유지
CUST001100,2020-04-27,39.0,남성,충청,골드,74.1,642.0,874000.0,874000.0,13,0.0,미사용,0,0,유지
CUST001101,2020-10-05,44.0,여성,충청,골드,68.8,665.0,319000.0,389000.0,17,0.208,미사용,0,2,유지
CUST001102,2023-03-02,47.0,남성,영남,골드,39.9,820.0,641000.0,502000.0,14,0.46,미사용,1,0,유지
CUST001103,2025-08-10,49.0,남성,수도권,일반,10.6,676.0,288000.0,288000.0,18,0.421,미사용,1,0,유지
CUST001104,2024-05-07,21.0,여성,충청,일반,25.8,550.0,548000.0,534000.0,13,0.33,미사용,0,0,유지
CUST001105,2025-04-08,38.0,남성,수도권,일반,14.7,715.0,529000.0,452000.0,11,0.3,미사용,0,0,유지
CUST001106,2023-02-28,47.0,여성,호남,골드,40.0,744.0,643000.0,553000.0,18,0.616,미사용,0,2,유지
CUST001107,2020-02-20,51.0,여성,수도권,일반,76.3,576.0,411000.0,467000.0,14,0.747,사용,0,1,유지
CUST001108,2023-03-23,57.0,남성,수도권,골드,39.3,693.0,253000.0,283000.0,23,0.448,미사용,0,0,유지
CUST001109,2018-01-15,52.0,남성,제주,일반,101.4,759.0,479000.0,467000.0,13,0.362,미사용,1,1,유지
CUST001110,2024-08-07,44.0,여성,호남,일반,22.7,615.0,399000.0,235000.0,15,0.432,사용,2,2,유지
CUST001111,2018-08-26,39.0,남성,호남,골드,94.1,752.0,246000.0,313000.0,14,0.763,미사용,0,0,유지
CUST001112,2021-02-07,41.0,남성,제주,골드,64.7,624.0,621000.0,481000.0,18,0.573,사용,2,3,유지
CUST001113,2021-07-24,34.0,남성,수도권,플래티넘,59.2,649.0,382000.0,451000.0,11,0.479,사용,0,0,유지
CUST001114,2021-11-03,47.0,여성,호남,일반,55.8,742.0,395000.0,440000.0,10,0.758,미사용,0,2,유지
CUST001115,2023-10-17,47.0,여성,수도권,일반,32.4,799.0,348000.0,494000.0,19,0.504,미사용,0,0,유지
CUST001116,2023-10-27,45.0,여성,수도권,일반,32.1,754.0,305000.0,274000.0,15,0.126,사용,0,1,유지
CUST001117,2020-04-19,34.0,여성,수도권,일반,74.3,757.0,253000.0,221000.0,16,0.491,사용,0,0,해지
CUST001118,2025-01-04,33.0,여성,호남,블랙,17.8,404.0,266000.0,179000.0,10,0.453,사용,0,3,유지
CUST001119,2023-04-22,40.0,남성,호남,골드,38.3,617.0,220000.0,272000.0,9,0.993,사용,2,0,유지
CUST001120,2018-07-01,36.0,남성,수도권,플래티넘,96.0,759.0,575000.0,568000.0,16,0.369,사용,1,2,유지
CUST001121,2019-02-05,47.0,여성,수도권,플래티넘,88.8,749.0,666000.0,691000.0,16,0.198,사용,0,0,유지
CUST001122,2020-09-19,47.0,남성,제주,일반,69.3,647.0,238000.0,292000.0,18,0.07,사용,0,1,해지
